PTF10hmg  ,SNII      ,0.06151,SDSS      ,        ,13,35,34.7547,36,44,58.8865,13,35,34.5088,36,44,57.8879,3.12,0.161,3.823,0.197,0.01
PTF10hny  ,SNII      ,0.02651,SDSS      ,        ,15,4,24.8803,49,24,3.4495,15,4,24.6791,49,23,55.5176,8.171,0.152,4.5,0.084,0.02
PTF10hpa  ,SNII      ,0.027,MATCHING  ,2010ea  ,12,45,29.3187,53,51,47.4991,12,45,29.4744,53,52,0.08,12.656,0.16,7.094,0.09,0.01
PTF10hsn  ,SNIIn     ,0.164,MATCHING  ,        ,16,17,36.3106,5,2,10.1702,16,17,36.3141,5,2,10.1767,0.052,0.118,0.151,0.343,0.05
PTF10hv   ,SNII      ,0.05184,SDSS      ,        ,14,3,56.2631,54,27,30.9053,14,3,56.5469,54,27,26.9122,4.698,0.342,4.908,0.357,0.01
PTF10hvz  ,SNII      ,0.038771,NED       ,        ,15,50,28.7129,8,45,7.3469,15,50,28.3735,8,45,9.9587,5.669,0.323,4.499,0.256,0.04
PTF10hyq  ,SNII      ,0.01635,SDSS      ,        ,12,46,27.2894,40,44,58.2857,12,46,27.1401,40,45,1.8018,3.904,0.182,1.342,0.063,0.01
PTF10ikr  ,SNII      ,0.134,GAL.LINES ,        ,14,8,29.1961,25,58,4.6477,14,8,29.1942,25,58,4.4328,0.216,0.157,0.53,0.385,0.01
PTF10in   ,SNIIb     ,0.077,MATCHING  ,        ,7,50,1.2112,33,6,24.2842,7,50,0.9327,33,6,27.8557,5.0,0.174,7.531,0.262,0.05
PTF10inj  ,SNIb      ,0.0644,GAL.LINES ,        ,15,54,57.1155,53,46,19.1255,15,54,57.135,53,46,18.7806,0.386,0.126,0.494,0.161,0.01
PTF10iue  ,SNIc-BL   ,0.1319,GAL.LINES ,2010mb  ,16,0,23.0777,37,44,56.8554,16,0,23.229,37,44,55.0352,2.557,0.378,6.193,0.916,0.01
PTF10iwb  ,SNII      ,0.125,GAL.LINES ,        ,12,27,52.4721,70,34,35.2459,12,27,50.7712,70,34,39.6124,9.542,0.228,22.075,0.527,0.02
PTF10jkx  ,SNII      ,0.02815,SDSS      ,        ,13,32,57.236,48,18,53.1202,13,32,57.6546,48,18,55.4998,4.806,0.128,2.805,0.075,0.01
PTF10jop  ,SNIIn     ,0.087,MATCHING  ,        ,21,29,31.4115,2,52,46.6068,21,29,31.2639,2,52,51.4834,5.355,0.12,9.008,0.202,0.05
PTF10jwd  ,SLSN-IIn  ,0.3478,GAL.LINES ,        ,16,43,43.2766,44,31,44.0148,16,43,43.3093,44,31,44.6095,0.69,0.148,3.5,0.751,0.01
PTF10jwr  ,SNII      ,0.0581,GAL.LINES ,        ,16,12,15.9782,32,4,14.5373,16,12,15.9617,32,4,14.696,0.263,0.151,0.306,0.175,0.02
PTF10jws  ,SNII      ,0.0645,GAL.LINES ,        ,16,5,14.6403,5,27,42.9005,16,5,14.641,5,27,44.0701,1.17,0.096,1.498,0.123,0.05
PTF10ksq  ,SNII      ,0.035458,NED       ,        ,23,45,50.6549,-6,46,53.5868,23,45,51.2023,-6,46,49.2859,9.219,0.291,6.717,0.212,0.02
PTF10kui  ,SNIb      ,0.02,SDSS      ,        ,13,31,38.4742,40,11,34.8752,13,31,38.4875,40,11,34.5941,0.32,0.227,0.134,0.095,0.01
PTF10lbo  ,SNIc      ,0.0515,GAL.LINES ,        ,12,59,14.8261,61,27,2.3918,12,59,15.1058,61,27,0.9284,2.482,0.151,2.577,0.157,0.01
PTF10llv  ,SNII      ,0.06708,SDSS      ,        ,22,17,44.7025,13,19,29.8996,22,17,43.9345,13,19,13.0667,20.224,0.121,26.849,0.161,0.07
PTF10lnx  ,SNII      ,0.03423,SDSS      ,        ,16,4,39.2033,13,23,44.2532,16,4,38.9712,13,23,46.4251,4.023,0.245,2.834,0.173,0.05
PTF10lyb  ,SNII      ,0.04015,SDSS      ,        ,14,36,35.19,57,47,56.5966,14,36,35.8666,57,47,48.9664,9.352,0.12,7.673,0.098,0.01
PTF10mug  ,SNII      ,0.0562,GAL.LINES ,        ,15,4,6.8403,28,29,17.633,15,4,6.8373,28,29,17.6932,0.072,0.083,0.081,0.094,0.02
PTF10mwt  ,SNII      ,0.030037,NED       ,        ,13,47,6.7649,72,4,1.6169,13,47,7.6978,72,4,13.2222,12.379,0.14,7.691,0.087,0.02
PTF10myz  ,SNII      ,0.02816,SDSS      ,        ,14,58,14.2627,48,11,27.7274,14,58,14.1904,48,11,32.8855,5.209,0.09,3.041,0.053,0.03
PTF10nbf  ,SNII      ,0.022,GAL.LINES ,        ,18,7,31.0769,18,7,10.8491,18,7,31.2988,18,7,10.7321,3.166,0.124,1.455,0.057,0.08
PTF10ndr  ,SNIIn     ,0.0745,GAL.LINES ,        ,14,59,47.7648,64,59,51.3845,14,59,46.7814,65,0,1.8486,12.18,0.094,17.802,0.137,0.02
PTF10ngx  ,SNIIn     ,0.06678,SDSS      ,        ,12,27,12.7117,15,58,42.7904,12,27,13.1406,15,58,46.2324,7.079,0.225,9.359,0.297,0.03
PTF10nmn  ,SLSN-I    ,0.1239,GAL.LINES ,        ,15,50,2.7924,-7,24,42.3925,15,50,2.7979,-7,24,41.679,0.718,0.388,1.649,0.891,0.13
PTF10npd  ,SNII      ,0.011501,NED       ,        ,23,20,12.6334,-7,28,50.3306,23,20,12.3962,-7,28,54.2021,5.237,0.125,1.274,0.03,0.03
PTF10oet  ,SNII      ,0.02816,SDSS      ,        ,14,58,14.2627,48,11,27.7274,14,58,14.193,48,11,32.8654,5.185,0.092,3.027,0.054,0.03
PTF10ofb  ,SNII      ,0.0436,GAL.LINES ,        ,15,20,47.4771,24,9,21.272,15,20,47.4506,24,9,20.6629,0.709,0.178,0.629,0.158,0.04
PTF10ood  ,SNIc      ,0.0595,GAL.LINES ,        ,3,17,14.0385,41,28,11.5874,3,17,13.9286,41,28,11.923,1.281,0.392,1.522,0.466,0.14
PTF10ooe  ,SNII      ,0.244,GAL.LINES ,        ,15,45,34.5176,48,33,12.1529,15,45,34.8713,48,33,12.7793,3.567,0.141,14.133,0.559,0.02
PTF10osn  ,SNIc      ,0.03799,NED       ,        ,23,23,7.9652,17,30,29.3918,23,23,8.503,17,30,27.8057,7.855,0.122,6.114,0.095,0.04
PTF10osr  ,SNII      ,0.0229,GAL.LINES ,        ,23,45,45.1142,11,28,42.2756,23,45,45.0763,11,28,42.1795,0.565,0.132,0.27,0.063,0.04
PTF10oug  ,SNIIn     ,0.153,MATCHING  ,        ,17,20,44.7525,29,4,25.6472,17,20,44.4669,29,4,28.8347,4.918,0.146,13.493,0.401,0.04
PTF10pbi  ,SNIb      ,0.0472,GAL.LINES ,        ,21,12,35.7444,13,9,34.4045,21,12,35.7921,13,9,34.8257,0.813,0.215,0.778,0.206,0.07
PTF10pjg  ,SNII      ,0.042636,NED       ,        ,23,23,8.1648,13,2,39.3515,23,23,8.824,13,2,44.151,10.763,0.159,9.349,0.138,0.05
PTF10prt  ,SNII      ,0.0689,GAL.LINES ,        ,23,51,21.4,26,58,8.4893,23,51,21.3832,26,58,9.8868,1.416,0.147,1.927,0.2,0.03
PTF10pzp  ,SNIIb     ,0.0809,GAL.LINES ,        ,17,16,51.919,64,40,19.4261,17,16,52.1608,64,40,21.729,2.777,0.151,4.375,0.238,0.02
PTF10qaf  ,SLSN-IIn  ,0.284,GAL.LINES ,        ,23,35,42.8578,10,46,32.6028,23,35,42.8668,10,46,32.4757,0.184,0.159,0.814,0.703,0.07
PTF10qif  ,SNIb      ,0.0621,GAL.LINES ,        ,23,7,15.0142,11,18,57.4751,23,7,14.3072,11,18,52.5128,11.522,0.143,14.244,0.177,0.06
PTF10qkg  ,SNII      ,0.03981,SDSS      ,        ,23,13,35.0362,13,59,29.8932,23,13,34.7056,13,59,12.5048,18.042,0.151,14.683,0.123,0.06
PTF10qob  ,SNII      ,0.01875,NED       ,2010ib  ,1,25,47.549,-1,22,30.7574,1,25,47.3407,-1,22,19.8725,11.324,0.179,4.452,0.07,0.04
PTF10qqd  ,SNIc      ,0.08081,SDSS      ,        ,22,21,58.3583,12,8,36.0607,22,21,58.4172,12,8,40.3667,4.392,0.277,6.912,0.436,0.08
PTF10qqh  ,SNII      ,0.0525,GAL.LINES ,        ,16,17,22.7147,6,32,11.3798,16,17,22.842,6,32,10.401,2.136,0.136,2.258,0.144,0.05
PTF10qrl  ,SNIIb     ,0.03958,SDSS      ,        ,23,9,52.9568,13,7,57.3852,23,9,52.9683,13,7,56.6238,0.78,0.137,0.631,0.111,0.07
PTF10qts  ,SNIc-BL   ,0.0912,GAL.LINES ,        ,16,41,37.6049,28,58,21.171,16,41,37.5439,28,58,20.4193,1.098,0.1,1.927,0.175,0.02
PTF10qwu  ,SNIIn     ,0.2263,GAL.LINES ,        ,16,51,10.5586,28,18,7.6482,16,51,10.6045,28,18,6.7522,1.082,0.12,4.052,0.449,0.04
PTF10qwz  ,SNII      ,0.020541,NED       ,2010hm  ,23,35,18.6024,12,55,31.6276,23,35,17.5822,12,55,26.2888,15.842,0.144,6.809,0.062,0.05
PTF10rad  ,SNII      ,0.0232,GAL.LINES ,        ,23,28,23.9399,-11,7,27.579,23,28,24.1474,-11,7,28.2983,3.138,0.175,1.518,0.085,0.03
PTF10raj  ,SNII      ,0.022616,NED       ,        ,2,43,24.1178,3,6,17.4913,2,43,23.4828,3,6,19.1066,9.648,0.156,4.554,0.074,0.03
PTF10rem  ,SNII      ,0.0465,GAL.LINES ,        ,17,17,43.6886,20,52,30.3841,17,17,43.6312,20,52,31.0436,1.04,0.108,0.981,0.102,0.05
PTF10rex  ,SNII      ,0.0651,GAL.LINES ,        ,17,19,30.7825,39,41,34.7222,17,19,30.6842,39,41,34.3464,1.195,0.132,1.543,0.17,0.04
PTF10rin  ,SNII      ,0.03213,SDSS      ,        ,22,52,38.9375,13,0,36.6484,22,52,39.2892,13,0,41.1419,6.828,0.17,4.526,0.113,0.05
PTF10rjs  ,SNII      ,0.0583,GAL.LINES ,        ,1,40,29.132,24,14,58.4311,1,40,29.2695,24,14,52.0818,6.622,0.321,7.72,0.374,0.09
PTF10rmn  ,SNII      ,0.0231,GAL.LINES ,        ,0,16,25.557,30,28,51.3908,0,16,25.2302,30,28,45.7597,7.04,0.135,3.392,0.065,0.06
PTF10s    ,SNII      ,0.0513,SDSS      ,        ,10,37,16.3296,38,6,23.3582,10,37,16.3107,38,6,23.5296,0.282,0.144,0.292,0.149,0.02
PTF10scc  ,SLSN-IIn  ,0.242,MATCHING  ,        ,23,28,10.4696,28,38,31.0189,23,28,10.4801,28,38,31.3372,0.347,0.076,1.367,0.299,0.09
PTF10svt  ,SNIc      ,0.0311,GAL.LINES ,        ,3,37,17.8794,-17,5,41.2652,3,37,17.916,-17,5,40.7738,0.718,0.077,0.461,0.049,0.10
PTF10tel  ,SNIIn     ,0.035,GAL.LINES ,2010mc  ,17,21,30.7219,48,7,47.1695,17,21,30.9153,48,7,47.0284,1.942,0.053,1.398,0.038,0.01
PTF10tff  ,SNII      ,0.00736,SDSS      ,        ,14,37,1.41,48,32,40.3555,14,37,1.7047,48,32,42.504,3.631,0.114,0.568,0.018,0.03
PTF10tjr  ,SNIIn     ,0.07799,SDSS      ,        ,14,41,30.1507,23,0,37.4018,14,41,30.1392,23,0,35.7415,1.668,0.107,2.542,0.163,0.02
PTF10tpa  ,SNII      ,0.03296,SDSS      ,        ,23,4,40.9883,-9,38,26.4487,23,4,40.5466,-9,38,30.5848,7.732,0.238,5.253,0.162,0.04
PTF10tpz  ,cSLSN-IIn ,0.039934,NED       ,        ,21,58,31.7541,-15,33,2.7252,21,58,31.7582,-15,33,2.3944,0.336,0.069,0.274,0.056,0.04
PTF10tqi  ,SNIc      ,0.03907,SDSS      ,        ,23,20,47.7631,18,54,17.0806,23,20,48.4218,18,54,18.5314,9.461,0.112,7.563,0.09,0.03
PTF10tqv  ,SNIc-BL   ,0.0793,GAL.LINES ,        ,22,46,55.0344,17,47,29.382,22,46,54.9735,17,47,28.7635,1.068,0.099,1.652,0.153,0.06
PTF10tru  ,SNII      ,0.0563,GAL.LINES ,        ,0,44,25.6911,18,10,41.0664,0,44,25.3625,18,10,41.0167,4.684,0.142,5.286,0.16,0.06
PTF10ts   ,SNIIn     ,0.046,NED       ,2009nn  ,12,33,56.4092,13,55,8.2736,12,33,55.87,13,55,8.179,7.851,0.171,7.328,0.16,0.03
PTF10ttd  ,SNII      ,0.0144,GAL.LINES ,        ,2,6,52.1629,-11,49,57.3942,2,6,52.1842,-11,49,57.2016,0.368,0.072,0.112,0.022,0.02
PTF10ttm  ,SNII      ,0.0983,GAL.LINES ,        ,22,1,14.8695,-8,5,53.9394,22,1,14.9346,-8,5,54.7206,1.243,0.192,2.332,0.36,0.04
PTF10ttp  ,SNIIn     ,0.162,MATCHING  ,        ,22,47,40.218,-10,2,14.6314,22,47,40.4487,-10,2,14.7239,3.41,0.17,9.807,0.489,0.04
PTF10ttz  ,SNII      ,0.0544,GAL.LINES ,        ,23,8,20.7774,-9,38,26.3634,23,8,20.7523,-9,38,21.2147,5.162,0.299,5.641,0.327,0.03
PTF10tud  ,SNIIb     ,0.0938,GAL.LINES ,        ,1,55,14.7603,-6,55,43.3466,1,55,14.8963,-6,55,44.2535,2.218,0.255,3.991,0.459,0.02
PTF10tue  ,SNII      ,0.0861,GAL.LINES ,        ,1,51,38.4233,-7,26,1.4672,1,51,38.3175,-7,26,2.3291,1.794,0.199,2.99,0.332,0.02
PTF10tuj  ,SNII      ,0.0594,GAL.LINES ,        ,1,13,0.0773,15,16,29.5579,1,13,0.1367,15,16,28.605,1.283,0.057,1.522,0.068,0.05
PTF10tyd  ,SNIIn     ,0.063,NED       ,        ,17,9,19.4139,27,49,8.4508,17,9,18.8118,27,49,2.0251,10.251,0.099,12.843,0.124,0.06
PTF10tzh  ,SNIIb     ,0.034,GAL.LINES ,        ,17,9,13.382,41,45,18.6487,17,9,13.739,41,45,24.6154,7.18,0.162,5.025,0.113,0.02
PTF10u    ,SNIIn     ,0.152,MATCHING  ,        ,10,9,58.5059,46,0,37.5401,10,9,58.4264,46,0,39.2396,1.89,0.248,5.157,0.677,0.01
PTF10uhf  ,SLSN-I    ,0.2879,GAL.LINES ,        ,16,52,46.7577,47,36,22.3708,16,52,46.551,47,36,18.4097,4.479,0.446,19.995,1.991,0.02
PTF10uiy  ,SNII      ,0.02822,SDSS      ,        ,0,23,16.434,-10,18,53.3941,0,23,16.4778,-10,18,50.6912,2.779,0.218,1.626,0.128,0.03
PTF10uiz  ,SNIIn     ,0.113,MATCHING  ,        ,17,14,30.8369,21,25,59.709,17,14,30.8459,21,26,0.8632,1.161,0.221,2.462,0.469,0.04
PTF10ujc  ,SNIIn     ,0.034,MATCHING  ,        ,23,34,31.901,22,21,3.3419,23,34,31.783,22,20,58.8408,4.79,0.097,3.353,0.068,0.05
PTF10uls  ,SNII      ,0.044,MATCHING  ,        ,1,21,22.6799,4,53,28.6472,1,21,22.835,4,53,30.5714,3.012,0.146,2.696,0.131,0.03
PTF10umz  ,SNII      ,0.0586,GAL.LINES ,        ,1,22,1.6905,-1,57,23.2405,1,22,1.7678,-1,57,19.8943,3.541,0.381,4.148,0.446,0.04
PTF10uqg  ,SNII      ,0.0487,GAL.LINES ,        ,17,17,0.3297,27,29,27.5906,17,17,0.4622,27,29,32.2073,4.942,0.095,4.868,0.094,0.04
PTF10uqn  ,SNII      ,0.0481,GAL.LINES ,        ,23,6,57.3811,3,56,22.587,23,6,57.6624,3,56,30.4915,8.956,0.143,8.72,0.139,0.05
PTF10vag  ,SNIIn     ,0.052,MATCHING  ,        ,21,47,18.466,18,7,50.9549,21,47,18.4724,18,7,50.2558,0.705,0.075,0.739,0.079,0.10
PTF10vdl  ,SNII      ,0.016475,NED       ,        ,23,5,48.9667,3,31,20.5511,23,5,48.2541,3,32,42.2992,82.441,0.163,28.56,0.056,0.05
PTF10vgv  ,SNIc-BL   ,0.0141,GAL.LINES ,        ,22,16,1.1585,40,52,3.0554,22,16,1.5879,40,52,6.2832,5.843,0.076,1.737,0.023,0.14
PTF10viv  ,SNIIn     ,0.06128,SDSS      ,2010jg  ,22,4,27.4324,-7,58,41.0732,22,4,26.8005,-7,58,43.1479,9.612,0.102,11.737,0.125,0.03
PTF10vns  ,SNIIb     ,0.0408,GAL.LINES ,        ,23,33,39.2042,12,27,37.0811,23,33,39.4626,12,27,34.407,4.634,0.115,3.86,0.096,0.05
PTF10vnv  ,SNIb      ,0.016902,NED       ,2010ha  ,2,0,24.8464,24,34,43.847,2,0,23.3767,24,34,49.8389,20.924,0.105,7.433,0.037,0.10
PTF10vqv  ,SLSN-I    ,0.452,GAL.LINES ,        ,3,3,6.8481,-1,32,34.976,3,3,6.8742,-1,32,35.4246,0.595,0.214,3.54,1.273,0.06
PTF10vwg  ,SLSN-I    ,0.187,MATCHING  ,2010hy  ,18,59,32.8764,19,24,25.7897,18,59,32.8863,19,24,26.2415,0.473,0.356,1.528,1.15,0.45
PTF10wal  ,SNIc      ,0.028803,NED       ,        ,2,4,50.0637,-2,25,46.4333,2,4,50.4477,-2,25,38.1047,10.124,0.15,6.041,0.089,0.03
PTF10wcy  ,SNII      ,0.024424,NED       ,        ,0,25,19.4529,-14,33,38.0401,0,25,18.324,-14,33,26.5853,19.996,0.144,10.171,0.073,0.03
PTF10weh  ,SNIIn     ,0.138,MATCHING  ,        ,17,26,50.4909,58,51,7.5222,   ,   ,        ,    ,   ,        ,-99.0,-99.0,-99.0,-99.0,0.03
PTF10wmf  ,SNII      ,0.027883,NED       ,        ,21,56,15.6743,2,10,13.769,21,56,14.9906,2,10,21.1894,12.653,0.133,7.317,0.077,0.05
PTF10wmk  ,SNIIn     ,0.137,MATCHING  ,        ,8,48,8.6985,55,49,33.3581,8,48,8.9729,55,49,31.6801,2.857,0.183,7.146,0.458,0.05
PTF10wnp  ,SNII      ,0.0458,GAL.LINES ,        ,0,53,16.0407,32,32,34.8468,0,53,15.3584,32,32,37.8132,9.123,0.1,8.481,0.093,0.06
PTF10wop  ,SNIIn     ,0.09,MATCHING  ,        ,21,50,35.826,-6,46,3.8741,21,50,35.8113,-6,46,2.7163,1.178,0.098,2.043,0.17,0.03
PTF10wve  ,SNII      ,0.0396,GAL.LINES ,        ,23,56,44.0398,9,16,1.79,23,56,44.1713,9,16,1.8473,1.949,0.132,1.578,0.107,0.06
PTF10xem  ,SNIc-BL   ,0.05671,SDSS      ,        ,1,47,6.9013,13,56,28.9046,1,47,7.0409,13,56,29.3856,2.089,0.11,2.373,0.125,0.05
PTF10xfh  ,SNIb      ,0.017399,NED       ,        ,1,55,58.183,37,7,59.7011,1,55,58.4521,37,7,45.9628,14.11,0.1776,5.156,0.065,0.08
PTF10xfl  ,SNIIb     ,0.05,MATCHING  ,        ,2,19,49.4089,15,17,42.0342,2,19,48.8598,15,17,41.748,7.95,0.09,8.028,0.091,0.09
PTF10xfw  ,SNII      ,0.065,MATCHING  ,        ,0,25,40.633,26,36,40.86,0,25,40.8595,26,36,42.2078,3.323,0.143,4.285,0.184,0.03
PTF10xgo  ,SNIIn     ,0.033,GAL.LINES ,        ,21,55,57.38,1,19,14.1532,21,55,57.4275,1,19,14.6478,0.867,0.145,0.59,0.099,0.05
PTF10xif  ,SNIIn     ,0.0289,GAL.LINES ,        ,3,12,25.5142,-9,48,45.0731,3,12,25.8935,-9,48,31.797,14.411,0.133,8.626,0.08,0.07
PTF10xik  ,SNIc      ,0.0707,GAL.LINES ,        ,2,36,27.4992,9,53,17.2597,2,36,27.681,9,53,20.6765,4.346,0.179,6.055,0.249,0.08
PTF10xiw  ,SNII      ,0.059603,NED       ,        ,2,7,27.2018,4,18,13.3474,2,7,26.9878,4,18,16.0038,4.16,0.178,4.951,0.212,0.03
PTF10xjr  ,SNIb      ,0.03028,SDSS      ,        ,2,49,19.5082,-8,10,30.6851,2,49,18.283,-8,10,29.9208,18.208,0.24,11.401,0.15,0.03
PTF10xjv  ,SNII      ,0.0275,GAL.LINES ,        ,0,10,29.1498,24,28,1.1262,0,10,28.9332,24,28,4.6654,4.612,0.122,2.631,0.07,0.04
PTF10xla  ,SNII      ,0.0532,GAL.LINES ,        ,0,45,16.1799,-14,13,43.4078,0,45,16.3081,-14,13,41.9776,2.35,0.45,2.515,0.482,0.02
PTF10xlr  ,SNII      ,0.01535,SDSS      ,        ,23,9,22.7339,1,0,3.1198,23,9,22.924,1,0,3.6068,2.892,0.19,0.935,0.061,0.04
PTF10xmi  ,SNII      ,0.0777,GAL.LINES ,        ,23,17,37.0792,16,26,51.6962,23,17,37.0603,16,26,50.2166,1.504,0.121,2.284,0.184,0.05
PTF10xtq  ,SNII      ,0.08014,SDSS      ,        ,8,23,14.2704,21,57,57.9949,8,23,14.1579,21,57,55.3716,3.055,0.151,4.772,0.236,0.04
PTF10xzs  ,SNIIn     ,0.0383,GAL.LINES ,        ,8,2,23.7022,67,25,6.8254,8,2,23.6929,67,25,8.081,1.257,0.105,0.986,0.082,0.04
PTF10yna  ,SNII      ,0.035,MATCHING  ,        ,23,15,53.5396,20,28,17.3172,23,15,53.2131,20,28,24.8696,8.837,0.356,6.359,0.256,0.12
PTF10yow  ,SNIc      ,0.024534,NED       ,2010iq  ,21,54,23.2863,15,9,20.2255,21,54,23.0856,15,9,25.1143,5.687,0.109,2.905,0.056,0.09
PTF10ypi  ,SNII      ,0.055836,SDSS      ,        ,10,2,45.6273,4,2,44.2313,10,2,45.5514,4,2,42.8503,1.788,0.222,2.002,0.249,0.02
PTF10ysd  ,SNIc      ,0.0962,GAL.LINES ,        ,23,41,4.6068,24,10,4.8569,23,41,4.6182,24,10,4.2229,0.653,0.109,1.202,0.201,0.05
PTF10ysx  ,SNII      ,0.012799,NED       ,2010ji  ,1,45,31.8436,25,32,15.2308,1,45,32.4558,25,31,16.6775,59.137,0.079,15.987,0.021,0.10
PTF10yxk  ,SNII      ,0.059,MATCHING  ,        ,0,25,57.1523,15,52,52.5749,0,25,57.1408,15,52,50.6694,1.913,0.256,2.255,0.302,0.06
PTF10yyc  ,SNIIn     ,0.2147,GAL.LINES ,        ,4,39,17.3214,0,20,54.7235,4,39,17.2795,0,20,53.8944,1.041,0.14,3.745,0.504,0.04
PTF10yzt  ,SNIIn     ,0.0766,GAL.LINES ,        ,0,11,50.019,26,41,13.9092,0,11,50.0083,26,41,15.7553,1.852,0.12,2.776,0.18,0.05
PTF10zcn  ,SNIc      ,0.02114,SDSS      ,2010is  ,23,19,14.3978,26,3,11.263,23,19,14.3599,26,3,20.074,8.826,0.095,3.901,0.042,0.08
PTF10ze   ,SNII      ,0.036,MATCHING  ,        ,1,59,4.7478,20,35,37.1,1,59,4.9365,20,35,30.1981,7.393,0.149,5.466,0.11,0.07
PTF11acz  ,SNII      ,0.087,GAL.LINES ,        ,9,32,56.6142,8,45,8.0525,9,32,56.7618,8,45,10.3864,3.199,0.286,5.381,0.481,0.04
PTF11aib  ,SNII      ,0.082,GAL.LINES ,        ,11,45,24.4316,68,57,12.1518,11,45,23.5445,68,57,6.3508,7.516,0.194,11.986,0.309,0.01
PTF11ajz  ,SNII      ,0.0251,SDSS      ,2011cl  ,8,26,49.2053,20,22,31.3558,8,26,48.9772,20,21,53.3347,38.156,0.117,19.928,0.061,0.03
PTF11akn  ,SNIIn     ,0.02468,SDSS      ,        ,13,30,3.9224,13,24,57.4232,13,30,2.2567,13,24,58.1558,24.315,0.16,12.493,0.082,0.02
PTF11ams  ,SNII      ,0.02291,SDSS      ,2010lu  ,9,6,0.784,29,20,31.2889,9,6,0.2493,29,20,40.9762,11.946,0.148,5.71,0.071,0.02
PTF11asb  ,SNII      ,0.0749,GAL.LINES ,        ,16,2,8.7924,22,3,51.8904,16,2,8.8419,22,3,50.9843,1.137,0.214,1.67,0.314,0.05
PTF11aun  ,SNII      ,0.0204,GAL.LINES ,        ,3,16,23.5395,40,57,58.0853,   ,   ,        ,    ,   ,        ,-99.0,-99.0,-99.0,-99.0,0.14
PTF11awe  ,SNIb      ,0.0553,GAL.LINES ,2011aw  ,13,55,47.5229,21,11,26.2644,13,55,47.515,21,11,26.1913,0.132,0.193,0.146,0.214,0.02
PTF11bgl  ,SNII      ,0.04078,SDSS      ,        ,16,12,18.186,25,59,25.7132,16,12,17.9057,25,59,30.6884,6.248,0.402,5.203,0.335,0.06
PTF11bli  ,SNIbc     ,0.03436,SDSS      ,        ,14,2,16.1844,33,39,41.1487,14,2,16.1037,33,39,40.549,1.172,0.126,0.829,0.089,0.01
PTF11bni  ,SNII      ,0.03065,SDSS      ,2011bn  ,16,16,42.5409,0,14,28.5032,16,16,43.578,0,14,47.3597,24.446,0.164,15.487,0.104,0.10
PTF11bov  ,SNIc      ,0.02219,SDSS      ,2011bm  ,12,56,53.9476,22,22,28.1759,12,56,53.538,22,22,25.0111,6.503,0.158,3.013,0.073,0.03
PTF11bpx  ,SNII      ,0.022966,NED       ,        ,12,35,9.2132,0,13,17.5858,12,35,10.674,0,13,16.2512,21.953,0.182,10.518,0.087,0.02
PTF11cag  ,SNII      ,0.0699,SDSS      ,        ,15,38,35.5181,26,13,29.9734,15,38,35.3231,26,13,18.4166,11.851,0.11,16.34,0.152,0.03
PTF11cda  ,SNII      ,0.04148,SDSS      ,        ,17,16,56.183,31,55,27.9487,17,16,56.0393,31,55,26.7218,2.203,0.106,1.864,0.09,0.04
PTF11cgx  ,SNII      ,0.03364,SDSS      ,        ,14,13,46.0776,34,2,13.2086,14,13,45.9266,34,2,16.0048,3.368,0.182,2.333,0.126,0.02
PTF11cmh  ,SNIc-BL   ,0.1055,GAL.LINES ,        ,13,10,21.7366,37,52,59.5261,13,10,21.7815,37,52,57.6329,1.967,0.128,3.927,0.256,0.01
PTF11csc  ,SNIIn     ,0.118,MATCHING  ,        ,14,58,42.5145,36,36,7.871,14,58,42.4789,36,36,7.8142,0.432,0.34,0.951,0.748,0.01
PTF11cwi  ,SNII      ,0.05633,SDSS      ,        ,16,52,28.4998,21,42,1.3846,16,52,28.4773,21,41,57.3724,4.024,0.122,4.543,0.138,0.05
PTF11cyw  ,SNII      ,0.059,MATCHING  ,        ,13,33,39.9977,36,30,54.1807,13,33,40.2038,36,30,56.2176,3.213,0.164,3.788,0.193,0.01
PTF11dad  ,SNII      ,0.07203,SDSS      ,        ,13,35,53.9717,38,31,56.0222,13,35,54.47,38,31,55.0045,5.936,0.317,8.413,0.449,0.01
PTF11dhf  ,SNIIb     ,0.02763,SDSS      ,        ,17,22,51.4542,60,7,49.4861,17,22,52.5404,60,7,46.5157,8.641,0.134,4.953,0.077,0.02
PTF11dij  ,SLSN-I    ,0.143,GAL.LINES ,2011ke  ,13,50,57.7689,26,16,42.7508,13,50,57.7313,26,16,42.744,0.506,0.132,1.312,0.342,0.01
PTF11dlg  ,SNIIb     ,0.062,GAL.LINES ,        ,17,2,35.8541,40,30,0.1836,17,2,35.8332,40,30,0.3586,0.296,0.135,0.365,0.167,0.03
PTF11dqk  ,SNII      ,0.036361,NED       ,        ,14,26,53.9303,25,1,39.3665,14,26,54.3701,25,1,41.3414,6.295,0.144,4.699,0.107,0.02
PTF11dqr  ,SNII      ,0.0821,GAL.LINES ,        ,15,8,12.001,26,14,51.2704,15,8,12.335,26,14,48.9026,5.079,0.114,8.108,0.182,0.04
PTF11dsf  ,SLSN-IIn  ,0.385,GAL.LINES ,        ,16,11,33.5323,40,18,3.7109,16,11,33.535,40,18,3.272,0.44,0.112,2.38,0.606,0.01
PTF11dsz  ,SNII      ,0.0698,GAL.LINES ,        ,14,10,17.3633,26,9,41.5451,14,10,17.3781,26,9,41.3813,0.257,0.255,0.354,0.351,0.01
